start,end,line,unformatted,segments,time_diff,unf_diff,line_diff,ref_start,ref_end,prev_segments,next_segments,token
11.195,11.862,85,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,True,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",heart
12.496,14.465,0,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",True,False,True,True,False,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",heart
11.862,12.496,0,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,False,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",to
11.195,11.862,0,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,True,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, 'v'), (16, 'o'), (16, 'c'), (16, 'a'), (16, 'l'), (16, '：'), (16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't')]",heart
7.257,9.893,8,hololiveidolproject-飛んでk！ホロライブサマーvocal：hololiveidolproject,"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, 'v'), (16, 'o'), (16, 'c'), (16, 'a'), (16, 'l'), (16, '：'), (16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't')]",True,True,True,True,True,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '編'), (16, '曲'), (16, '：'), (16, 'a'), (16, 'r'), (16, 'm'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]",hololiveidolproject-飛んでk！ホロライブサマーvocal：hololiveidolproject
1.952,4.588,8,hololiveidolproject-飛んでk！ホロライブサマー作編曲：arm(iosys),"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '編'), (16, '曲'), (16, '：'), (16, 'a'), (16, 'r'), (16, 'm'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]",True,True,False,True,True,"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, 'v'), (16, 'o'), (16, 'c'), (16, 'a'), (16, 'l'), (16, '：'), (16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't')]","[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '詞'), (16, '：'), (16, '七'), (16, '条'), (16, 'レ'), (16, 'タ'), (16, 'ス'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')'), (16, '&'), (16, 'a'), (16, 'm'), (16, 'p'), (16, ';'), (16, 'ま'), (16, 'ろ'), (16, 'ん'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]",hololiveidolproject-飛んでk！ホロライブサマー作編曲：arm(iosys)
4.588,7.257,8,hololiveidolproject-飛んでk！ホロライブサマー作詞：七条レタス(iosys)&amp;まろん(iosys),"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '詞'), (16, '：'), (16, '七'), (16, '条'), (16, 'レ'), (16, 'タ'), (16, 'ス'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')'), (16, '&'), (16, 'a'), (16, 'm'), (16, 'p'), (16, ';'), (16, 'ま'), (16, 'ろ'), (16, 'ん'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]",True,True,False,True,True,"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '編'), (16, '曲'), (16, '：'), (16, 'a'), (16, 'r'), (16, 'm'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]","[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]",hololiveidolproject-飛んでk！ホロライブサマー作詞：七条レタス(iosys)&amp;まろん(iosys)
15.099,17.101,92,ohyeah,"[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]",True,True,True,True,False,"[(16, 'h'), (16, 'o'), (16, 'l'), (16, 'o'), (16, 'l'), (16, 'i'), (16, 'v'), (16, 'e'), (16, 'i'), (16, 'd'), (16, 'o'), (16, 'l'), (16, 'p'), (16, 'r'), (16, 'o'), (16, 'j'), (16, 'e'), (16, 'c'), (16, 't'), (16, '-'), (16, '飛'), (16, 'ん'), (16, 'で'), (16, 'k'), (16, '！'), (16, 'ホ'), (16, 'ロ'), (16, 'ラ'), (16, 'イ'), (16, 'ブ'), (16, 'サ'), (16, 'マ'), (16, 'ー'), (16, '作'), (16, '詞'), (16, '：'), (16, '七'), (16, '条'), (16, 'レ'), (16, 'タ'), (16, 'ス'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')'), (16, '&'), (16, 'a'), (16, 'm'), (16, 'p'), (16, ';'), (16, 'ま'), (16, 'ろ'), (16, 'ん'), (16, '('), (16, 'i'), (16, 'o'), (16, 's'), (16, 'y'), (16, 's'), (16, ')')]","[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]",yeah
14.465,15.099,92,ohyeah,"[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]",False,False,False,False,True,"[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]","[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]",oh
15.099,17.101,0,ohyeah,"[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]",True,False,True,True,False,"[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]","[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]",yeah
14.465,15.099,0,ohyeah,"[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]",False,False,False,False,True,"[(16, 'o'), (16, 'h'), (16, 'y'), (16, 'e'), (16, 'a'), (16, 'h')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]",oh
9.893,14.465,85,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]",False,True,True,True,False,"[(16, 'o'), (16, 'h'), (220, 'y'), (220, 'e'), (220, 'a'), (220, 'h')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",smile
9.193,9.893,85,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",False,False,False,False,False,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",y
8.559,9.193,85,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",False,False,False,False,True,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]",shin
9.893,14.465,0,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]",True,False,True,True,False,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",smile
9.193,9.893,0,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",False,False,False,False,False,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e')]","[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",y
8.559,9.193,0,shinysmile,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]",False,False,False,False,True,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (16, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",shin
11.195,14.465,92,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",True,True,True,True,False,"[(16, 's'), (16, 'h'), (16, 'i'), (16, 'n'), (220, 'y'), (220, 's'), (220, 'm'), (220, 'i'), (220, 'l'), (220, 'e')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",heart
10.561,11.195,92,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,False,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (220, 'y'), (220, 'o'), (220, 'u'), (220, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",your
9.893,10.561,92,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (220, 'y'), (220, 'o'), (220, 'u'), (220, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,True,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",smile
11.195,14.465,7,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",True,False,True,True,False,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (220, 'y'), (220, 'o'), (220, 'u'), (220, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",heart
10.561,11.195,7,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,False,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]","[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (220, 'y'), (220, 'o'), (220, 'u'), (220, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",your
9.893,10.561,7,smileyourheart,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (220, 'y'), (220, 'o'), (220, 'u'), (220, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,True,"[(16, 's'), (16, 'm'), (16, 'i'), (16, 'l'), (16, 'e'), (16, 'y'), (16, 'o'), (16, 'u'), (16, 'r'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]","[(263, '「'), (263, 'い'), (263, 'い'), (263, 'で'), (263, 'す'), (263, 'ね'), (263, '〜'), (263, '」')]",smile
